,type_avion,consommation_carburant
0,B738,0.8213906490000086
1,B738,0.6968244080569048
2,E190,0.5339655015208072
3,E190,0.6981799076072046
7,A319,0.6195822502138405
8,A319,0.5855703815665346
9,A319,0.7819343778955206
10,A319,2.333584708661514
11,A319,0.7345621893607278
12,A319,0.9169961662706069
14,A321,0.8796936960581415
15,A321,1.018260515066698
16,A321,0.9036231810549396
17,A321,0.8487891251165209
18,A321,0.747557393127155
19,A321,1.0225371703005286
20,A321,0.7492260990429307
21,A321,0.7401869679076221
22,A321,0.9164025625191359
23,A321,0.8570779846860461
24,A321,2.7328346924711626
25,A321,0.6507788207866217
26,A321,0.7343886086321211
27,A321,0.8878468304137841
34,E190,0.42943933184998384
35,A320,0.5366366640008596
36,A320,0.8267202021548562
37,A320,0.5678930245938801
38,A320,0.5494284812850383
39,A320,0.5867933383653872
40,A320,0.7117819677523415
41,A320,0.603933035667207
42,A320,0.533718141424369
43,A320,0.5821879090991398
44,A320,0.7138718745028071
51,A319,0.9929901165770403
52,A319,2.3335847086615136
53,A320,0.9204973454135797
54,A320,0.665829133692318
55,A320,2.243578010136447
56,A320,0.7165075318011145
57,A320,0.8954517796947669
58,A319,0.7863016828959777
59,A319,0.7463044405754208
60,A320,0.5381266483615017
61,A320,0.9607936799414839
62,A320,0.6575705947251511
63,A319,0.8176462706800663
64,A319,0.6939447883871573
65,A319,0.8756276259388919
66,B752,1.157452396905278
67,A319,0.7342721430877487
68,A319,0.7679683725645556
69,E190,0.45658778419299195
70,E190,1.6212973988019703
71,E190,0.5637362889798746
