,type_avion,consommation_carburant
0,B738,0.7144262958781624
1,A320,0.5928948531566007
2,A320,0.5740616983622895
3,A320,0.5464043469250196
4,A320,0.7686040512831683
5,B738,0.8269335440666618
6,B738,1.1929416657174832
7,B738,0.5853390838911727
8,B738,0.6792374775232431
11,A320,0.7190198041405736
12,A320,0.7336740139832529
13,A320,0.5862240224357476
14,A320,0.5856508046426988
17,A319,0.627502138353094
18,A319,0.7251580046074982
19,A319,0.7891442917627249
20,A319,0.9322954720591572
21,A319,0.6301883241121381
22,A319,0.7241970582377315
23,A320,0.6828260587458814
24,A320,0.7327995620986933
25,A319,1.005493680091822
26,A319,0.5463183841798607
27,A319,0.8731365334330743
28,A319,0.9147471681680344
29,A320,0.6968513376239486
30,A320,0.5633454836118237
31,A320,0.7256215150809302
32,A320,0.5649379222185076
33,A320,0.7138333163346483
34,A320,0.6738804431339154
35,A320,0.6687383292961441
36,A320,0.6914467359125319
37,A321,0.9087800218216356
38,A321,0.97301885571743
39,A321,0.8739464922389447
40,A321,1.0042462779061838
41,A321,0.8524571404167365
42,A321,0.8329116780647511
43,A321,0.8782506108420314
44,A321,0.8367034063386193
45,A321,0.9554694880713759
46,A319,0.8083040720380076
47,A319,0.6958243494241176
48,A319,0.782599960702269
49,A319,0.9988946181647164
50,A319,0.8101347825466231
51,A319,0.6063638262363004
52,A319,0.7289821182035918
53,A319,0.7026559627546667
54,A319,0.8055607657478246
60,A321,0.9138731079563565
61,A321,0.8551361469280534
62,A321,0.8541223719450441
63,A321,0.9640164039702718
64,A321,0.8929996968557842
76,A320,0.8734195336661794
77,A320,0.7347490735286224
78,A320,0.6520966298208266
79,A320,0.7518929823898158
80,A320,0.7178123088557462
81,A320,0.6656053664237375
82,A320,0.6611314679556803
83,A320,0.7097360121598945
84,A320,0.7040417728294955
85,A320,0.6778401412764373
86,A320,0.7421571988590728
87,A320,0.6715807506594749
88,B738,0.850792535823771
98,A319,0.7949854571728547
99,A319,0.9622033175755815
104,A320,0.8407722552148987
105,A320,0.7270607608857615
106,A320,0.7593181245641373
107,B752,1.3150656280484943
108,B752,1.4787678423445632
109,A320,0.6806508473854509
110,A320,0.769877695638144
111,A320,0.5768727244482655
112,A320,0.5858620065223246
115,A320,0.6798277974993046
116,A320,0.5813667899506432
117,A320,0.6678365607860588
118,A320,0.7404827657168375
119,A320,0.7057679603957726
120,A320,0.6487425669123092
121,A320,0.7465670752396806
122,A319,2.3194220921471724
123,A319,0.7805887407630446
124,A319,0.7568707405239361
125,A319,0.9032821441545477
126,A319,0.7229325028061082
127,A319,0.8050237620558582
128,A319,0.7374789643353071
129,A319,0.7346350609107619
130,A319,0.7696704121165422
131,A320,0.6863938187247907
132,A320,0.7317191644694568
133,A320,0.7085743429679398
134,A320,0.8262912278371621
135,A320,0.7020064079528079
136,A320,0.7702044612633168
137,A319,0.7480864584532109
138,A319,0.7513695091225818
139,A319,0.7036828220986648
140,A319,2.3194220921471724
141,A319,0.8199891599759683
142,A319,0.7001131130674285
143,A319,0.7311646439532054
144,A320,0.8039024867105886
145,A320,0.7097333825027989
146,A320,0.6770313394351819
147,A320,0.762158786193558
148,A319,0.7605984384784069
149,A319,0.8065440716105772
150,A319,0.7047056006539955
151,A319,0.906212366367182
152,A320,0.6618055699307842
153,A319,0.6357034817615476
154,B739,2.4802051462866115
155,B739,0.7609911117206252
156,B739,0.9242814895264372
157,E190,0.5677119662636653
158,E190,0.5495564920124895
159,E190,0.5604842900732229
160,E190,0.5496348718792784
161,E190,0.46247833441393915
162,E190,0.620064396489397
163,E190,0.5780907027495941
164,E190,0.5158737084168113
165,E190,0.46109707851842735
166,A320,0.7206244978169368
167,A320,0.5743804836098464
168,A320,0.8820954786263694
171,B738,0.8103455154059424
172,B738,0.8683868347517937
173,B738,0.6929428004204329
174,B738,0.7014537832004494
175,B738,0.7669032128437645
176,B738,0.9122953731374863
177,B738,0.774306672412225
178,B738,0.8945875603112711
179,B738,0.7597181389449289
180,B738,0.941074544112091
183,B738,1.0240403922053192
184,B738,0.8560188073277971
185,B738,0.7349907116048516
186,B738,0.9098086051540619
187,B738,0.8257936809537848
188,B738,0.8064324023165904
189,B738,0.7308001135543748
190,B738,0.8728226575226081
191,B738,1.0150249512812977
192,B738,0.9390257791209852
