,type_avion,consommation_carburant
0,B738,0.8194136076864563
1,B738,0.6967412386344148
2,A320,0.6368100077627781
3,A320,0.8080369399639413
4,A320,0.6481908901135431
5,A320,0.6900440272546875
8,B738,0.6567804350154731
9,B738,0.6846036167955032
12,A320,0.6906220060695383
13,A320,0.7075063038501418
14,A319,0.8041688011249127
15,A319,0.7349018276379906
16,A320,0.7029893816066772
17,A320,0.6912062351635981
18,A319,0.6198236417890588
19,A319,0.6279922908610891
20,A319,0.7560295497232267
21,A319,0.754657169436747
22,A319,1.9036036767579048
23,A319,0.6850029485797566
24,A320,0.7904168491905738
25,A320,0.7651987274419563
28,A321,0.9083596813434988
29,A321,2.73574978556719
30,A321,0.8565773042494578
31,A321,0.9236251188166568
32,A321,0.8048195247110163
33,A321,0.9503322827101807
35,A321,0.8246685611179436
36,A321,0.8644441050719258
37,A321,0.8459213054604184
52,A320,0.6842927816851041
53,A320,0.5671707265112873
54,A320,0.6656728261836405
55,A320,0.676094638651387
56,A320,0.6604206831133311
57,A320,0.6894619636794665
58,A320,0.6766100606663528
59,A320,0.5579817834672683
60,A320,0.5777939084244301
61,A320,0.741290253190702
62,A320,0.7065019321859938
63,A320,0.6334171253677567
66,B738,0.789916074187021
67,B738,0.6607268628299994
70,A319,0.6971185803343365
71,A319,0.8876255586051681
72,A320,0.7112994107497038
73,A320,0.6839250632058204
74,A320,0.6676050304470996
75,A320,0.851894083930171
76,A320,2.2423288454160626
77,A320,0.6232606242059592
78,A320,0.8925197932550132
79,A320,0.6131729454090723
80,A319,0.7392737514983667
81,A319,0.749703301276177
82,A320,0.6879988062023943
83,A320,0.7172902591984159
84,A320,0.7364316985285516
85,A320,0.7323582186171873
86,A320,0.66893140986014
87,A320,0.6967131998254007
88,A320,0.6746788767159209
89,A320,0.73482517812178
90,A320,0.7502922929736919
91,A320,0.5843698846554792
92,A319,0.6979472514983212
93,A319,0.7322045863366063
94,A319,0.7908288372263398
95,A319,0.7055742446959741
96,A319,0.7901743812350606
97,A319,0.7054279705857557
98,A319,0.6777322336437274
99,A319,0.6316973958290495
100,A319,0.7237303908607718
101,A319,0.6291952816220432
102,A319,0.732126464160878
103,A319,0.7298866730530283
104,A319,0.7355998330880155
105,A319,0.7804996213140607
106,A320,0.6574734915308493
107,A320,0.7345699458806667
108,A320,0.6550585637540283
109,A320,0.7066072811265294
110,A320,0.7599486477270783
111,A320,0.6557097492512929
112,A319,0.6060787494847004
113,A320,0.7775791111586687
114,A320,0.6709773077395805
115,A319,0.7529533553843304
116,E190,0.46675343198419417
117,B737,0.7119201168373924
118,B737,0.6885647308788176
119,E190,0.5112828947253025
122,E190,0.5267596418390313
123,E190,0.48026914638952767
124,E190,0.5838244462673823
125,E190,0.4600962029198351
126,E190,0.5547293544437893
129,A320,0.5381123758799118
130,A320,0.5637978293610333
131,B738,0.5384446128183797
132,B738,0.6432684156431998
133,B738,0.6919295561702294
134,B738,0.6708430652835902
135,B738,0.7746384751212555
136,B738,0.8428094776891809
137,B738,0.7065209490533098
138,B738,0.697554360044897
141,B738,0.7121783431762171
142,B738,0.7980223754429576
143,B738,0.8575802267583397
144,B738,0.6456929420733719
145,B738,0.6830934968329437
146,B738,0.7549807303113857
147,B738,0.883915809466358
148,B738,0.8685719315387888
