,type_avion,age_avion,nombre_passagers,consommation_carburant
0,B738,2002.0,,0.6666240997108381
1,B738,2002.0,,0.9589824335764872
3,B738,2001.0,,0.7861078029703622
4,B738,2001.0,,0.8885238463955576
11,A319,,,0.8449027369878002
12,A319,,,0.8594260931818719
13,A320,2002.0,,0.7740934694687194
14,A321,,,0.9082429459652306
15,A321,,,1.588482677349973
16,A319,2000.0,,0.7565449199941378
17,A319,2000.0,,0.7676442102068304
18,A319,2001.0,,0.6824548810684762
19,A321,2008.0,,0.8578122142414982
20,A321,2008.0,,0.9415739738171436
21,A321,2008.0,,0.8551028997453335
22,A321,2011.0,200.0,0.909507841864135
23,A321,2011.0,200.0,0.9853566518531043
24,A321,2011.0,200.0,0.9252248196655096
26,B738,2014.0,186.0,0.8694065360161524
27,B738,2014.0,186.0,0.6819320694944129
28,E190,2007.0,,0.4433352632146549
29,E190,2007.0,,0.43173768982682276
30,E190,2007.0,,0.7242545711547688
31,E190,2007.0,,0.5219041418295122
32,E190,2007.0,,0.3598373946350567
33,A320,2010.0,,0.6339047643537354
34,A320,2010.0,,0.7119965417794988
35,A320,2011.0,,0.7054480039673269
36,A320,2013.0,,0.6668515785088903
37,A320,2013.0,,0.5768295708220047
38,A320,2013.0,,0.7250508709017089
40,A319,2008.0,,0.8559079713909834
41,A319,2008.0,,1.0138762879295513
42,A319,1997.0,138.0,0.7953099095721162
43,A319,1997.0,138.0,0.7461243115636995
44,A319,1998.0,138.0,0.9611532826923044
45,A319,1998.0,138.0,0.7544485705452483
46,A319,2000.0,126.0,0.8091069333425109
47,A319,2000.0,126.0,0.7547681881668779
48,A320,2002.0,2.0,0.5507488202673173
49,A320,2002.0,2.0,0.6189209094099012
50,A320,2002.0,2.0,0.9242860513155534
51,A319,2008.0,156.0,0.6829424610460414
52,A320,2015.0,,0.7337715119047254
53,A320,2015.0,,0.6899686847052605
54,A320,,,0.7459966082757111
55,A320,,,0.7910646857748298
56,A320,,,0.5415761225960726
57,A320,,,0.6869400187593919
58,A320,,,1.0394245133136493
59,A319,,,0.8207467743713037
60,A319,,,0.9079804990182927
61,A319,,,0.8108952165812606
62,A319,,,0.804236462488882
63,A319,,,0.6160487092875045
64,A319,,,0.7578210991429611
65,A319,,,0.48886992524174483
66,A319,,,0.7351893496886982
67,A319,2004.0,156.0,0.5453670178733409
68,A319,2004.0,156.0,0.7995525921629054
72,B738,2005.0,,0.9715711144909004
73,B738,2005.0,,0.8069235975655267
74,B738,2007.0,189.0,1.098183035155513
75,B738,2009.0,189.0,0.7292304825208075
76,B738,,,1.0151010023659213
77,B738,,,0.7970277106178455
78,B738,,,0.7107590202824947
79,B738,,,0.6826413731024954
80,B738,,,0.8062367132058569
81,B738,,,0.9234036606798117
