Unnamed: 0,type_avion,emission_co2,emission_h2o,emission_sox,emission_nox,emission_co,emission_hc
62,A320,3273.14779242468,1278.492151375788,0.8731165911834651,22.17900478443581,4.703922972152277,0.573755793134188
63,A319,2584.531592495236,1009.5185324767032,0.6894272904718947,11.017849713796672,2.881047666506109,0.1004050997625202
64,A319,2859.230591408604,1116.8160137925004,0.7627036191753663,14.200054353821889,3.565038739587261,0.1635679502965029
65,A319,2553.50903701439,997.4011163949494,0.6811519819282588,11.387648531362217,2.867722391348533,0.103045307804886
66,A319,2532.540620377489,989.2108488613256,0.6755586284906608,11.05954969858417,3.236424827542772,0.1297053426436012
67,A319,1939.937385546352,757.7399124236306,0.517480915801504,5.899847910557181,2.7595597160194085,0.0665329952800685
68,A319,2386.378641201183,932.1199519458414,0.6365697232800867,9.159838252921546,2.6612034196195684,0.0784032266039029
69,A319,1539.4513945862532,601.3100080473458,0.4106507372030655,3.9922642603039833,4.49006868584072,0.1972675741711372
70,A319,2315.111262169704,904.2829001170992,0.6175590537385068,9.178687735422535,3.159412654943255,0.114124611045016
71,A319,1717.3607392831502,670.8014319842093,0.4581082950136063,5.631900821420629,6.031007663554473,0.3187047457032522
72,A319,2517.791112720992,983.4496883603748,0.6716241774168413,10.545996838641544,3.085051152579793,0.1168035234394069
76,B738,3059.477439531845,1195.0324708238072,0.8161197361723563,18.81552056026023,1.9261372924342088,0.2179004070457787
77,B738,2541.002408733844,992.5160250055968,0.6778158219550424,12.505258709822137,1.907141149464387,0.1815762711894644
78,B738,3458.1783777047112,1350.7651332412809,0.9224737495306312,22.355480715452902,1.5754086897075357,0.2137027696809902
79,B738,2296.3467894580235,896.9534935005933,0.6125536053174785,9.40762426485436,1.802786904769016,0.1551037099040465
80,B738,3196.553056450289,1248.574232910084,0.852684841987374,19.89181050010776,1.5681636061020292,0.1794939399849495
81,B738,2509.840260735597,980.3440840599508,0.6695032769189901,13.43257580845272,2.288246291524848,0.2308869401461174
82,B738,2238.1801548695767,874.2335949474688,0.5970375770372951,10.191989874133435,2.2721155330508904,0.2135199381201097
83,B738,2149.637683899758,839.6488889160692,0.5734187534060957,8.453291890220587,1.729977793698158,0.1465330114801952
84,B738,2538.8394098852414,991.6711572432024,0.6772388390929196,12.687941802434228,1.8209761606559811,0.172979303845853
85,B738,2907.7981274807257,1135.7865026361687,0.775659074971042,16.29020632469316,1.5770557382630643,0.1649926640043708
0,A320,1622.235313433807,633.645422522573,0.4327334592837085,5.027555081388134,4.770272657570824,0.5099246833502036
7,A319,2450.054358899089,956.9916994112032,0.6535553069149682,9.919984450552349,3.053176962260165,0.110783319012565
8,A319,1856.0102455531303,724.95795555108,0.4950932379373225,5.533565367434904,2.9193269327246645,0.0769578029798657
9,A319,2135.445781602907,834.1055291748413,0.5696330443145257,7.985260667429691,3.1236181604248,0.1066627855631861
10,A319,2643.261678045446,1032.45851508285,0.7050936200565807,12.33626026324242,3.7707299119744655,0.1729977644122062
11,A319,1739.9389660859713,679.6204916753715,0.4641310674856194,4.964786174016637,3.954328129634751,0.1606939992967349
12,A319,2284.7258961475427,892.4143703593134,0.6094537163429457,8.857319084439384,2.8469338461954536,0.090146493469319
13,A319,2489.4775769157486,972.3904158800804,0.6640715035278595,10.536054324048038,3.416972963593412,0.1388618652408874
14,A319,2285.796952245706,892.8327250753322,0.6097394220026651,8.767866007715336,3.183444699909333,0.113845997658839
15,A319,2661.830250577617,1039.7114030519108,0.7100468118403291,12.134122268403688,3.462145655546735,0.1496248874921008
18,A321,2875.4565252668776,1123.1538666491772,0.7670319089311453,17.455799346413432,2.678487480617784,0.2917943016088147
19,A321,2660.0475369706537,1039.0150747773582,0.709571270579659,14.37526087502767,2.388010514314924,0.2541675205883071
20,A321,2971.049342617216,1160.4924393201586,0.7925314219747416,17.819921084690776,2.3921795539742496,0.2602624150322332
21,A321,2907.269893112861,1135.5801741914324,0.7755181677404902,17.7304212883014,2.705384710064496,0.3017525791881273
22,A321,2338.163773513249,913.2872154402338,0.6237083422518668,9.32763773647052,1.3509754936313143,0.112054666712592
23,A321,2797.8067596885107,1092.8238534191382,0.7463187291642897,15.679094089597353,2.236582544157516,0.2350437123942876
30,E190,1783.755156456241,696.73510398259,0.4758190954027445,6.790634838237727,4.079163135354906,0.3212063144039353
31,E190,2163.9983055379403,845.2581504641673,0.5772494686096761,9.376179329266886,2.722997579951625,0.1752957788409291
32,E190,1758.602090107189,686.9103114740684,0.4691094810066811,7.066797618134282,5.618756751309508,0.51277528140828
33,E190,1827.3027928877643,713.7448190701648,0.4874354861942591,7.1626755332864285,3.97516467453091,0.3117601223460244
34,E190,2564.203194134996,1001.5782562038878,0.6840046627733873,12.35243275174632,3.156934354648509,0.2477271105670998
35,A320,2246.4497348574982,877.4636944664093,0.5992434986599866,10.374702820723224,2.293793637956085,0.2025292563494826
36,A320,1670.330054458458,652.4312375306139,0.4455627963623701,5.312556757888194,2.730349899678548,0.2325023140937015
37,A320,2257.8950709406104,881.9342449212295,0.6022965575071801,10.359215214145722,2.984101831589592,0.2911112056796172
39,A319,2363.0289392882264,922.999553929666,0.6303411587812356,10.515303937636594,4.674938928484711,0.2318046488069716
40,A319,2988.075754166535,1167.142958915477,0.7970732402349602,14.599574041175943,2.5319517385425714,0.0918198656050907
41,A320,1844.589484777168,720.4970042159154,0.4920467345864784,6.480068021361024,3.412208709433094,0.3319428664426998
42,A320,2366.216367027076,924.2445638117828,0.631191409432437,12.77069494716106,4.389285048999513,0.4937237635567977
43,A320,1715.209178800106,669.9610320495805,0.4575343633509328,5.714875120349453,2.989277964379532,0.2694255867494694
46,E190,1877.5797386947809,733.383003681987,0.5008469293437966,7.230758970195483,3.062783277865165,0.2010069845065058
47,E190,1815.7624500663464,709.2371589652614,0.4843570841713974,6.668971059730859,2.7260818049492923,0.1587776095933514
48,B738,2120.8934317115377,828.4213785345161,0.5657511853406447,8.207967861212166,1.9258392571121277,0.162705638636334
49,B738,2079.4657048884296,812.2397005439084,0.5547002832982787,8.041009180732063,2.020331699499577,0.1778424244080004
2,A319,2801.824419230828,1094.393152001879,0.7473904452695761,12.21740838361022,2.215435060798873,0.0590296253317141
3,A320,1841.555045592496,719.3117516922102,0.4912372938385826,6.416111764053833,2.528632287568386,0.2058070181178831
4,A320,2111.699720741775,824.8303132779882,0.5632987505313095,9.81341719599525,3.858798066944837,0.4095789884817452
5,A319,2510.203700230844,980.4860435960436,0.669600224894859,10.371007142095827,2.6895373143927928,0.0873926802206038
6,A319,2441.160802922681,953.5178747522696,0.6511829388552083,9.984105168426824,3.100064557603271,0.1123913049891938
7,A319,2320.678603452587,906.457504682974,0.6190441495395922,9.175572902070355,2.993047246396158,0.1030834712684347
8,A319,1623.091444410791,633.9798274453074,0.4329618333772833,4.3287532611150645,4.054817379577569,0.1625519016054875
15,E190,1608.21995664418,628.1710214901058,0.4289948439444621,5.623587071801522,3.938431673848066,0.2965869287104579
16,A320,1728.2906150582332,675.0706435444994,0.4610238541279505,5.718799289322724,3.9046531028229374,0.3958905051351052
17,A320,1800.6335126575252,703.3277931307581,0.4803214196990545,6.04000878598282,3.1406337160471214,0.2924842755928228
20,A319,6222.558502815256,2430.532536825267,1.6598758788074992,40.975042949300445,1.4735331783760728,0.0871174299140596
21,A320,2202.7998631564096,860.4140462630629,0.587599836472336,11.517396910819366,5.211159081464325,0.5972804447551495
22,A320,2429.0614304452606,948.7918575572148,0.6479554149171226,13.948974499403445,5.229493801098915,0.6096007901054735
23,A320,2170.581040604312,847.8293680353454,0.5790054220729194,9.816999236227783,2.396772999187779,0.2130518660397491
24,A320,2272.914069069332,887.8006684519785,0.6063028955281804,10.800656237782764,2.8818902176458416,0.2824683761323937
25,A320,2478.893564331966,968.256298548212,0.6612482038865832,12.38158773186613,2.7875547864713006,0.2752196114286689
26,A320,2126.6770839736087,830.6804742100796,0.5672939823873717,9.381112178863429,2.8280647204914264,0.2655314853067346
27,A319,7428.381983936359,2901.527418304771,1.9815309198178923,51.33696928826228,0.5973374056012949,0.0477869924481035
28,A319,2217.403208653136,866.1181157965568,0.5914952985927706,7.398683642819823,2.7679730453951272,0.0781472272770955
29,A319,2326.242613778973,908.6308081766088,0.6205283568035371,9.251822770969902,3.253807053497089,0.1245288533799463
30,E190,1597.3326481841896,623.9184367312017,0.4260906397188693,5.597118923467442,4.668465387365389,0.3844912931117701
31,E190,1837.0262698371755,717.5428110192843,0.4900292367936576,6.796643215760872,3.0338990429578176,0.1947770452280664
32,B738,2082.34898174616,813.3659090339087,0.55546940129145,8.00735629987486,1.8800168004306956,0.157500660435473
0,A320,2327.949094890881,909.2973600240664,0.6209835629432646,10.593857852889332,2.3981658595921878,0.2155876920644556
1,A320,2112.6089511054643,825.185458831286,0.5635412889579514,9.049849700345256,2.627977158351435,0.2377141675476681
2,A320,2290.7114545043214,894.7523305939388,0.6110503721129342,11.418444592824953,3.453163106137584,0.3617962640803985
3,A320,2469.183936514145,964.4637160725306,0.6586581475617282,12.312122254818377,2.2871219200576234,0.2063774637495107
4,B738,2312.4635390929025,903.2486989788092,0.6168527700343087,10.815444316400177,2.157171128558917,0.2031713315991719
5,B738,2261.274750336068,883.2543483370476,0.6031980915472525,9.784826064839908,1.6842386390093602,0.1450968772526565
6,B738,2381.154518008561,930.0794084314168,0.6351761813677965,11.520479572553253,2.1580196919740704,0.2059400928376743
7,B738,3275.50228692017,1279.4118173743443,0.8737446557678445,20.92748666766686,1.7187558530814044,0.2031854428846069
14,A319,3027.0965406757,1182.3844855608484,0.8074820877000907,14.158107105560246,2.3211462611999245,0.0727821899306619
15,A319,2350.846218690742,918.2409809430336,0.6270914016196332,9.33787695327186,2.939087238645094,0.1057594561214111
16,A319,3027.9611487291195,1182.7222016312537,0.8077127230652463,14.764781841067164,2.6400459163645427,0.0961663253743381
17,A319,2291.2180455000216,894.9502051333839,0.6111855059447501,9.793685250946096,4.452783594046639,0.2145592347461881
18,A319,2323.961966536473,907.7399869291406,0.6199199910735589,9.360805132159566,3.308407658496033,0.1295510529078041
19,A319,3064.848382667649,1197.1303622360144,0.8175524425026434,14.596249701791242,2.381742943549126,0.0778871131315415
24,A320,2345.841272676135,916.286048076102,0.6257563255153845,10.633529580845602,2.1582870926633437,0.1833037724642814
25,A320,2133.991576413514,833.5375163507856,0.5692451331176098,9.409533912247255,2.7063174063370914,0.250862897723006
26,A321,2743.4147195451587,1071.578312175467,0.731809579046661,15.675847088524163,2.564647300388326,0.2777588656404315
27,A321,2701.1336616170806,1055.0633228926677,0.7205310497803581,15.78083639818604,2.97844374984665,0.3245222941021547
28,A321,2625.4646803185374,1025.507004379739,0.7003462468934814,13.914189598852351,2.424195867308788,0.2569368676086151
29,A321,2777.431799761834,1084.8653901896027,0.7408836811050946,15.614756219070731,1.7721409838363695,0.1832297225270373
30,A321,2675.321425710902,1044.981058629537,0.7136456010152934,15.198056225642514,3.012529431167974,0.3280988941202962
31,A321,2608.4971827436275,1018.8794965940492,0.695820144015449,13.521021030250797,2.0697591410075598,0.2140586759646605
32,A321,2620.0902604327343,1023.407754948322,0.698912613135438,13.50139858210786,1.7517244920998831,0.1756136496583351
33,A321,2747.210291638305,1073.0608633582444,0.7328220530251428,15.377150299918654,1.782617713538191,0.1831778185981558
34,A321,2682.257181405495,1047.6901661253596,0.7154957232075627,14.491075381043734,2.3474848861082003,0.2493410894560773
35,A321,2748.696845504919,1073.6415115817877,0.7332185932753666,15.179858100992996,1.750671754303507,0.1799902247088969
36,A321,2696.639080676114,1053.3077387207445,0.7193321142483129,15.236233859852442,2.5526355859986407,0.274366780085481
37,A319,2463.7035175368533,962.3230633757782,0.6571962384029714,9.974567411235183,2.45620142994542,0.0671341327813686
38,A319,2420.9075375605757,945.6069454428412,0.6457803529853551,10.010367915234944,3.120932756328854,0.1182863563762243
39,A319,2245.454359662896,877.0749007257417,0.598977980983434,8.488058054188203,3.126031627951438,0.1118604099095441
40,A319,2324.9662382749484,908.1322556615404,0.6201878819151976,9.100699252773992,3.076934394400888,0.1111320000484538
41,A319,2430.42340944184,949.3238468127852,0.6483187246526342,9.755883209442857,2.678199994513376,0.0828886971777784
42,A319,2365.2203933185674,923.8555362914694,0.6309257321014908,9.070127862790942,2.5236638049382054,0.0674264634485444
43,A319,2243.7526223558184,876.4102018093546,0.5985240402600466,7.316557518764643,2.3676199071957407,0.0408793253808223
44,A319,2274.8069616027656,888.540032636201,0.6068078271661865,8.544134431632108,2.758617682078196,0.0835827687967361
50,A321,2867.0935738487283,1119.8872962317996,0.7648010803534242,17.445198231116624,2.5471837628104006,0.2784197641062979
51,A321,2764.221977166911,1079.705630967069,0.7373599430994613,15.58553618216911,2.142220959691568,0.2288153525641765
52,A321,3040.487582110516,1187.6150288967713,0.8110541660758439,18.817623556673976,1.8443065129353344,0.2004907178722904
53,A321,2324.544234080164,907.9674207426488,0.6200753117266875,9.72159459406299,1.6377313046856912,0.1488511081412251
54,A321,2284.7953017620584,892.4414802055662,0.6094722303842902,9.41295542793378,1.6080873456879914,0.1434408885194326
55,A321,2960.880552116695,1156.5205078131266,0.7898188833845746,18.76734258583884,2.6451781015844804,0.2925698115868529
81,E190,1664.8582146148333,650.2939358451074,0.4441031756990981,5.960224715525775,3.876351398364856,0.2901984476277267
82,E190,2377.396452193481,928.6115072079972,0.6341737122396076,10.74601608030555,2.5701140163097,0.1632796902849528
83,E190,1331.7018496263252,520.1629962020888,0.3552332656989878,3.557827583099187,3.799065714296838,0.2595496156170547
84,E190,1596.3430786201975,623.5319106709571,0.4258266707021166,5.496970806325919,4.071942429894355,0.3081312255221709
85,E190,2113.1774367973035,825.4075094508358,0.5636929332834975,8.816985974888633,2.489627169649353,0.1401758766005772
86,E190,1779.485932512608,695.0675442967641,0.4746802741538874,6.371490094316551,2.588163071329754,0.1313938498587789
87,E190,2311.1889888036944,902.7508593929964,0.6165127820244859,10.449163588014374,2.882585580089909,0.2009793598903338
88,E190,1703.1454561665305,665.2489396903248,0.4543163490568072,6.3037787442034166,4.28146629163141,0.343416537503253
89,A320,2078.700040895237,811.9406320422805,0.5544960413947283,8.873660133547533,2.3890854506266246,0.2055721239320772
90,A320,2264.2477664304693,884.4156089899896,0.6039911476029195,10.973922894364398,3.3008970892308978,0.3397727227491987
91,A320,2215.2712523026144,865.285373239828,0.5909265963589061,10.837696712553264,3.798827865957088,0.4059305921706635
92,A320,2149.3249198874846,839.5267232332819,0.5733353231837048,9.47259488237172,2.6227438729333303,0.2402576080734183
93,A320,2076.770387976484,811.1869092445465,0.5539813038743238,8.710779606377391,2.3461758283698675,0.1971036069578882
94,A320,2168.0487739946334,846.8402642151152,0.5783299365371523,10.009621697306562,3.35731367048674,0.342000063202385
95,A320,2145.810165766683,838.1538596040077,0.572397757778347,9.642250662291582,3.303415936431435,0.3328289955385239
96,A320,2081.314692253967,812.961915361188,0.5551935031734937,8.730919018605423,2.380533944562132,0.2018384355421225
97,A320,2140.823207371249,836.2059527045528,0.5710674798957918,9.386676262532772,2.229815057371181,0.1872188590037069
98,A320,2145.942893438241,838.2057030578072,0.5724331630638683,9.632199764780404,3.172095216033474,0.315853773607725
99,A320,2342.640862230157,915.035967146108,0.6249026117095376,10.878738907668016,2.052203720668826,0.1672532174050366
100,A320,2345.627948200804,916.2027234953924,0.6256994209236826,10.97760454561791,2.048885652777282,0.16910493990238
101,A320,2249.227630563847,878.5487410585998,0.5999845060888006,10.533233105708732,3.180365415906444,0.3193784972259514
111,A319,2375.674606798628,927.9389540686932,0.6337144076566678,9.790800121636131,3.646381646623476,0.1630150584001191
112,A319,3292.8425239418875,1286.1849172589784,0.8783701873963751,16.978089055798314,2.501466152802098,0.0930878531736814
113,A319,2203.5682326677666,860.7141715406017,0.587804800076507,8.556879308570839,3.739897064112534,0.1572726459332195
114,A319,3153.8491860195845,1231.8940929831967,0.8412935269153545,15.392623623336958,2.3846872885079677,0.0812452748955513
115,A319,3007.7708347136204,1174.835861129803,0.8023269295520611,14.420464945995414,2.4774061943991827,0.083349796520152
116,A319,2318.325467727523,905.5383694204044,0.6184164474090569,10.352033363960398,4.836218610712166,0.2443474611871452
117,A319,2813.3811893277725,1098.9072286037333,0.750473229290355,12.648424295562029,2.425314095073488,0.0731900587527142
118,A319,2362.472032744836,922.7820261277076,0.6301926032091658,10.604796790259272,4.680019026314798,0.2333391107602672
119,A319,2334.966594737185,912.0383968011234,0.6228554904983284,10.23924914415058,4.54714313492843,0.2229778317652218
120,A319,2658.636766472021,1038.4640275517895,0.7091949456451244,11.742262838221167,2.78801993394904,0.0973459843762837
121,A320,2048.2770535774403,800.0574073992544,0.5463806684677834,9.00163572356684,4.003076136931405,0.4243627047846782
122,A320,3017.672125829873,1178.7033073263726,0.8049681123204485,18.294732891229643,2.4474318319321693,0.2570184358205129
123,B752,3809.799835862713,1488.1085417945824,1.0162692480548368,16.099562575616268,4.742396710903371,0.0765110902857491
124,B752,4499.829605653901,1757.6343013510027,1.2003356204348297,19.04181173653187,3.1325314788913494,0.0529047774504836
125,A320,2155.0500975375767,841.7629787142653,0.5748625220487656,9.555780218982132,2.8133808368153685,0.2641140616057955
126,A320,7066.196770500755,2760.057804927254,1.8849175253161736,62.35622097325383,1.1283613961142092,0.2256722792228419
127,A320,1794.089088127097,700.7715396622192,0.4785756856229792,6.034678208733747,2.415382970336055,0.1911199574095608
128,A320,1719.5894543052202,671.6719684964818,0.4587028077536945,5.532883516997351,3.9345087921048303,0.3990218932457982
129,A320,2152.974327388903,840.9521824986812,0.574308807560076,9.606789274786284,3.0437300216771086,0.2982885528250293
130,A320,2062.013262171464,805.4227730933316,0.5500448206491041,8.170050622655452,2.4018995298206547,0.1996590018314469
131,A320,1993.788455739216,778.7741507015679,0.5318457614547287,8.361861232941216,3.5329001945962744,0.3567945934136
132,A320,2273.8870922563783,888.1807314942359,0.6065624507765514,10.663736306441464,2.552319442531965,0.2367681124619183
133,A320,2056.7041309955284,803.3490254444262,0.5486286027425359,8.796738045047439,3.3980514697479,0.3418420708212503
134,A320,2133.0313950051195,833.1624693097159,0.5689890034310254,10.302985745934132,4.384866167366479,0.4821811003946345
135,A320,2135.709661190281,834.208600591948,0.569703434550599,9.954970020959356,2.7994419121993657,0.2722060868451761
136,A319,2174.0428641726744,849.1815569807509,0.5799288681819765,8.342215468684875,3.9121331198587495,0.1683328576852604
137,A319,2209.7822763988,863.1413782059473,0.5894624046284518,7.35718282696939,2.319209512091726,0.0484706833948848
138,A319,3269.632299128987,1277.1189990246594,0.8721788286022065,16.803948367762818,2.35586173881049,0.0832020473697046
139,A320,2065.208606986369,806.6708753868623,0.5508971831910288,8.847925480890753,3.264984924033896,0.3241255143946332
140,A320,2245.3212549159957,877.022909986241,0.5989424751125552,10.390160176393984,2.45352339471174,0.2214636154208716
141,A320,2286.4375463187307,893.0829412423109,0.6099103013362127,10.509311262905358,2.193097751640462,0.1854345657032037
142,A320,2170.0636735627213,847.6272843703239,0.5788674137163186,10.107692873293471,3.5643030271759555,0.370867841453187
143,A320,2426.2012816576803,947.6746828958212,0.647192466367878,12.078166451006751,2.235327837149914,0.2011247655178135
144,A320,2062.1491919276427,805.4758672819933,0.5500810800950201,8.849785660147253,3.1198001733838048,0.3044262033015543
145,A319,2487.3014594982237,971.5404240021657,0.6634910212697707,10.240822668995545,2.475182425857634,0.0687280930226854
146,A319,2165.471233273513,845.8334763183309,0.5776423740710556,7.854269354028161,3.130521740255832,0.1088328558449953
147,A319,2210.02450014667,863.2359908480178,0.5895270181401098,8.21062718014976,3.0231906313159738,0.10794611604375
148,A319,1981.8812352535936,774.1231881111206,0.5286694943197898,6.092610528199796,2.642426238743598,0.0573396407487749
149,A319,1910.187647778235,746.1196591829878,0.5095451331005775,5.818787819573387,3.246569265297622,0.1096968589828681
150,A319,1887.9979560620104,737.4523613706807,0.5036260028872941,5.698255804501037,3.249801622628848,0.1081119484923266
151,A319,1980.1112400168024,773.4318276343804,0.5281973457015288,6.0750334856871335,2.5978246757656644,0.0533810036130035
152,A319,2452.38081415598,957.9004132778188,0.6541758919946079,9.850247212538502,2.485115425974433,0.0709224925740655
156,E190,1626.775248167864,635.4187218947203,0.4339444930012721,5.424850326730724,3.08246613053073,0.1863213811716723
157,E190,1770.9357824753306,691.7278540630862,0.4723995100918637,6.267723479803908,2.5030840357753337,0.1237628475472129
158,E190,1782.7848243129197,696.3560920625252,0.4755602579939201,6.361779718999438,2.453855635901478,0.1149351236262995
159,E190,1595.8748774849676,623.3490312183264,0.4257017774173939,5.720727878451948,4.680040774633213,0.3878656814014943
160,E190,1728.2630157072288,675.0598632327393,0.4610164919638203,6.025175180347472,3.0348615656261795,0.1945857171587922
163,A319,2057.306382883481,803.5842651466131,0.5487892542464673,6.513335449541242,2.688404788123848,0.0647312893205882
164,A319,1781.8634624800195,695.9962079550411,0.4753144834814904,5.189792476456596,4.136727425073283,0.1707743143015802
165,B738,2389.7147338716168,933.423030378562,0.637459630502432,11.52101342984574,1.8847854581233303,0.1764565089871432
166,B738,2630.1909008409334,1027.3530670163066,0.7016069725965017,13.699641213383352,1.672803202595215,0.1658267574727576
167,B738,2076.431046739993,811.0543624929155,0.553890784141504,7.896957553025929,1.743707302969387,0.1422847860857432
168,B738,2206.823159999495,861.9855467765568,0.5886730563352096,8.76089543936133,1.708452150201191,0.1398903074924273
169,B738,2341.1889114200408,914.4688348830254,0.6245153018713334,9.969690598764352,1.6317445322623996,0.153838619852623
0,B738,2119.2084782058246,827.763235374139,0.5653017217189247,8.215537281302373,2.040210989581312,0.1761369924636011
