,type_avion,consommation_carburant
2,A319,0.8897505300828282
3,A320,0.5848063021887898
4,A320,0.6705937506325111
5,A319,0.7971431248748319
6,A319,0.7752177843514391
7,A319,0.736957320880467
8,A319,0.5154307540205754
15,E190,0.5107081475529308
16,A320,0.5488379215808937
17,A320,0.5718112139274456
20,A319,1.9760427128660711
21,A320,0.6995236148480185
22,A320,0.7713754939489553
23,A320,0.6892921691344267
24,A320,0.7217891613430715
25,A320,0.7872002427221236
26,A320,0.675349979032585
27,A319,2.358965380735586
28,A319,0.7041610697532982
29,A319,0.7387242342899255
30,E190,0.5072507615700826
31,E190,0.5833681390400682
32,B738,0.6612730967755353
