,type_avion,consommation_carburant
0,A320,0.5792318824276167
1,A320,0.5973299224843326
2,A320,0.6513420925011135
3,A320,0.819360798590179
4,A320,0.5810645898910124
5,A320,0.5817970764328699
6,A320,0.698642656937294
7,A320,0.7400733577157684
8,B738,0.7912780128796393
9,B738,0.9460369958817824
10,B738,0.6873125455890912
11,B738,0.7210870212058342
12,B738,0.8051045484915464
13,B738,1.1553923441909557
14,B738,0.6858049206115621
15,B738,0.6845166669833064
30,A319,2.3284493734892564
31,A319,0.7147869873485724
32,A319,0.741655146434967
33,A319,0.7460042697651268
34,A319,0.7828947746051164
35,A319,0.817748925013711
36,A319,0.7921756131390851
43,A320,0.7389870463717293
44,A320,0.5866780560846758
45,A320,0.5909273284948231
46,A320,0.5816164723745778
47,A320,0.6477194893022478
48,A320,0.6821944006513403
49,A320,0.677059269538764
50,A320,0.5800160796715715
51,A320,0.5264731397167507
52,A320,0.596312950734528
53,A320,0.6763242971551765
54,A320,0.5692191686005049
55,A320,0.7014474493401629
56,A320,0.6053437837723464
57,A319,0.6753709850869726
58,A319,0.7757776373850367
59,A319,0.7819438265846423
60,A319,0.6515367296442124
61,A319,0.6185854885584926
62,A319,0.7164083906142448
63,A319,0.6474436884683035
64,A319,0.6034876618466941
65,A319,0.7651582061252994
66,A319,0.7410861272525613
67,A319,0.744608267148952
68,A319,0.6421239378787923
69,A319,0.646050708650355
70,A319,0.7538862129601317
71,A319,0.7314971884128675
72,A319,0.6122728638925162
73,A319,0.6399185271541609
74,A319,0.598913391170612
75,A319,0.6353028095448068
76,A319,0.6376969727823684
77,A319,0.7367280622483501
78,A319,0.724362380169848
85,A321,0.8168367593243409
86,A321,0.6346308394154343
87,A321,0.7473955540134929
88,A321,0.7982792927619292
89,A321,0.7254656437381044
90,A321,0.6655395208114817
91,A321,0.5847901266412008
92,A321,0.7701456383770526
121,E190,0.5735084465770316
122,E190,0.5298852808307034
123,E190,0.546609871512212
124,E190,0.6048571564435766
125,E190,0.5675629642067431
126,E190,0.5666273726997898
127,E190,0.5995982175069106
128,E190,0.5908362142537642
129,A320,2.245816343414195
130,A320,0.7391801056789893
131,A320,0.6923934644259431
132,A320,0.6677751369496557
133,A320,0.685556892327491
134,A320,0.7323465641565181
135,A320,0.6930067260653818
136,A320,0.5874073414132119
137,A320,0.6936196135498502
138,A320,0.5853310616427752
139,A320,0.6999910943407438
140,A320,0.5566570562916422
141,A320,0.7092103398765432
142,A320,0.5486409418577872
143,A320,0.5728265030485993
144,A320,0.5647266674240112
145,A320,0.6368920273050824
146,A320,0.5870692965056812
147,A320,0.6815185588700434
148,A320,0.6915789522608891
149,A320,0.7208881015314647
150,A320,0.5864196404647077
151,A320,0.6875649337268417
152,A320,0.7519180615369032
153,A320,0.6648350179568997
154,A320,0.6576827518508412
158,A332,1.8634393574501753
159,A332,2.426600088920248
165,A319,0.7779550507610825
166,A319,0.8031570528222916
167,A319,0.6722991966428014
168,A319,0.852506153967792
169,A319,0.8960559149353489
170,A319,0.7981471669326262
171,A319,0.9295505061331789
172,A321,0.8829764536629896
173,A321,0.7682501035125726
174,A321,0.7675850404695166
175,A321,0.8328127618359238
176,A320,0.5892556016625665
177,A320,0.6660505502736763
178,A320,0.7701999269300461
179,B752,1.2848945910640075
180,B752,1.037653664795926
181,B752,1.3518655274217453
183,A320,0.7203639417685027
184,A320,0.6037014925613664
188,A320,0.6961671027398427
189,A320,0.6699924647539718
190,A320,0.5788714256826836
191,A320,0.579444361525337
192,A320,0.7164864222457565
193,A320,0.7222756931398727
194,A319,0.6611296827786739
195,A319,0.599518001885507
196,A319,0.6728572975933663
197,A319,0.7056440691951057
198,A319,0.650857051996204
199,A319,0.6245984572734223
200,A319,0.6933969035882451
201,A319,0.7483431893919151
202,A319,0.7905919411919116
203,A319,0.8103420573501063
204,A320,0.5826388495026902
205,A320,0.7827015605426583
206,A320,0.7556239448643991
207,A320,0.5738698336435903
208,A320,0.5816912592852956
209,A319,0.7166145338488753
210,A319,0.6571224204456567
211,A319,0.7426305765802992
212,A319,0.7654514148834746
213,A319,0.7832190789195105
214,A319,0.7502806335146888
215,A319,0.7305111539874252
221,E190,0.470913633065932
222,E190,0.5574386511587671
223,E190,0.4892450707599447
224,E190,0.6106524105044644
225,E190,0.49237084639207623
226,E190,0.4038360067173327
227,E190,0.5480301549246734
228,E190,0.5721752391680912
229,E190,0.48670564161468605
230,E190,0.611292602518358
231,E190,0.4538509822082821
232,E190,0.5132550404598861
233,E190,0.6013228728268277
234,E190,0.46138687961609853
235,E190,0.46847374972637346
236,E190,0.46178989342972265
237,A320,0.5218433273910721
238,A320,0.5686051593766438
240,B738,0.9773967065231772
241,B738,0.6924105478026813
242,B738,0.7961254367741529
243,B738,0.6912541247597372
244,B738,0.7882362532726469
245,B738,0.9367593369953225
246,B738,0.7003283689977313
