,type_avion,consommation_carburant
0,E190,0.5751388149439337
1,E190,0.6038942877101887
2,A319,0.5375326624932502
3,A319,0.6750595384449057
6,B738,0.7849412754647582
7,B738,0.8386097269877035
8,B738,0.6952557782887859
9,B738,0.6862582873365864
23,A319,0.6458932571944567
24,A319,0.6741670963149586
25,A319,0.8825484719707873
26,A319,0.7638109555854513
27,A319,0.7369501877300919
28,A319,0.7308734696886906
29,A319,0.6079250127378389
30,A319,0.7983682618262361
31,A319,0.7631866060092689
32,A319,0.7320806868644302
33,A321,0.7665345458466724
34,A321,0.8968019692346468
35,A321,0.9452735107114831
36,A319,0.7563676532186693
37,A319,0.6445269301402272
38,A319,0.7463079799292032
39,A319,0.6066849323474813
40,A319,0.8316479351840486
41,A319,0.5852030657248355
42,A319,0.7240923750764414
43,A321,0.7840195726662514
44,A321,0.8080340888940987
45,A321,0.7309403697073565
46,A321,0.632050687712433
47,A321,0.8334809434346646
48,A321,0.7481694450372665
49,A321,0.8989764716544019
50,A321,0.863094860285372
51,A321,0.7518139225943986
52,A321,0.8991887923292354
53,A321,0.8779785629007893
54,A321,0.9626053880260865
55,A321,0.8893180810614121
56,A321,0.8511123474769912
57,A321,0.6887550982988832
58,A321,0.9346728144574071
74,E190,0.4724666038671676
75,E190,0.5194374202589433
76,E190,0.7025441935878555
77,E190,0.432222733807459
78,E190,0.4855811856128778
79,E190,0.6808084723329519
80,A320,0.6873099698066144
81,A320,0.5944689634015882
82,A320,0.5813356902009001
83,A320,0.655010588205566
84,A320,0.6781911072251006
85,A320,0.6989171225501503
86,A320,0.6900764576635012
87,A320,0.5860652997877479
88,A320,0.6770327188927736
91,B738,0.7107624420750085
92,B738,0.6913053069136201
93,B738,0.7692999734765567
94,B738,0.6817580253310037
95,B738,0.8237662908226947
96,A319,0.7778048307162403
97,A319,0.9656227534325892
98,A319,0.724703699345487
99,A319,0.8383110601617254
100,A319,0.6959733305154305
101,A320,0.6446100659965821
102,A320,0.718205065491543
103,A320,0.7055318597909934
104,A320,0.7026637753743843
105,A320,0.6955711174625615
106,A320,0.6958902600128646
112,A319,0.717988425111917
113,A319,0.7713714407466262
114,A319,0.6242238442944438
115,A319,0.6467977407118971
122,A319,0.9166551804480665
123,A319,0.7540429924244868
124,A319,0.7413655511574677
125,A319,0.6469550229550814
126,A319,0.756088161214415
127,A319,0.9872781066143231
128,A319,0.7461014182795336
129,A319,0.7887886539737785
130,A320,0.8396900187705952
131,A320,0.6405813621754421
132,A319,0.7730976264848627
133,A319,0.7679834810646518
134,A319,0.7389133784115108
135,A319,0.6399780053911736
136,A319,0.6342270998966083
137,E190,0.4558541346144912
140,E190,0.5133171044711883
141,E190,0.4713457054186802
147,A320,0.8712800932301419
148,A320,0.6642300556295723
149,B738,0.6802692794785997
150,B738,0.6997737212649466
151,B738,0.671355249748165
152,B738,0.8548732049121985
153,B738,0.7961114637169168
154,B738,0.8633086310848193
155,B738,0.811181012857511
158,B738,1.0132449932299135
159,B738,0.7611285241856789
160,A388,3.475801960624711
