,type_avion,emission_co2,emission_h2o,emission_sox,emission_nox,emission_co,emission_hc
0,E190,1699.3699247394309,663.7742163955228,0.4533092209530403,5.701131934357196,3.1074489954059445,0.19058604839570892
1,E190,1963.4663703304395,766.9303383634307,0.5237573042481954,7.628852907251498,2.4919496178219775,0.1336938835115878
2,B738,2770.176249635601,1082.0313709278478,0.738948253316579,16.013199911602232,2.017763243418698,0.21108847764537525
3,B738,3032.0819093743444,1184.3317715244348,0.8088119415288816,18.030666129999698,1.564867401552106,0.1707374751490323
4,B738,2164.1330615420293,845.3107861850417,0.5772854149556381,8.427474892039088,1.6013239762552829,0.12736659273507103
16,A319,2597.288065534837,1014.5012132765488,0.6928300968717898,10.984104892739753,2.4124653246856114,0.07099409886931257
17,A319,2244.711090797932,876.7845797654666,0.5987797130105635,8.26707952883458,2.744282528673188,0.08447769577335405
18,A319,2093.4832239990737,817.7149461793787,0.5584394754395753,7.407887958809562,3.272045507796661,0.12064970346824519
19,A319,2070.777443506635,808.8460639927475,0.5523826778487055,6.915479713421648,2.781960627185146,0.07794678726672674
20,A319,2551.09698898041,996.4589699732942,0.6805085648598107,10.866960254922299,3.056025421921237,0.11741068513968554
21,A319,2481.436456408947,969.2495526779945,0.6619265237800936,10.070655211258265,2.5034668873566464,0.07130436246475484
22,A319,1877.8977662567333,733.507225308282,0.500931763625168,5.559907861938081,2.494719025595658,0.04169278343047549
23,A319,2976.1334083644592,1162.4782763697303,0.7938876033744499,14.578795419805202,2.652182753194013,0.09854212687360128
24,A319,2495.07726626818,974.5776556080848,0.6655652282201541,10.763290652941874,3.1979910603918507,0.1281503104668604
25,A319,1892.390377718712,739.1680421067055,0.504797687292384,5.654133206484648,2.5283745394535213,0.04946735794086774
32,A320,2672.4741240127755,1043.8689020437323,0.7128860794445001,16.702068545052324,5.055599816458418,0.5957500424302421
33,A320,2263.098001663409,883.9665106529044,0.6036844462995442,10.650166959311099,2.919750615891573,0.28713013688408506
34,A320,2380.2829228146843,929.7389631826168,0.634943682173495,11.814492109384034,2.511764478081808,0.2369749175615209
35,A320,2137.504139965274,834.9095243433746,0.5701821141857195,9.236640691571239,2.3771272990943912,0.20371234625293108
36,A320,2179.0935345471453,851.1543497913586,0.5812761413209278,9.518408320963875,2.6362027985144163,0.24135021433792178
37,A320,2096.430364242491,818.8660997199958,0.55922562907707,9.221421400622438,3.1572031339474225,0.3110774073265351
38,A320,2239.1091413145805,874.5964572298935,0.5972853854252927,10.463587843188494,2.6084163676098666,0.24336176817322774
39,A320,2127.3041836753005,830.9254194730461,0.5674612620791533,9.350192323624565,2.8805244446031812,0.27440343942676365
40,A321,2699.481936471487,1054.418158736083,0.7200904498685443,14.902932335522515,1.9344947756654858,0.1999407733809708
41,A321,2621.109341622952,1023.8058082553927,0.6991844544183174,14.066278405177991,2.5325354744719544,0.2668335007257765
42,A321,2699.411035823419,1054.39046492944,0.7200715370249844,14.355679555963581,1.8155921475464716,0.18639532859933744
43,A321,2921.527218699559,1141.1490882821402,0.7793213285829256,17.57033540077983,1.9837226704986863,0.214851423152236
44,A321,2582.9342160233136,1008.8945969224113,0.6890011881421347,13.55975783982091,2.322480151509132,0.24471381843928425
45,A321,2552.544616702383,997.0244136373238,0.680894721508416,12.806333363682619,2.2687287179582194,0.23412097335379808
46,A321,2679.835213935604,1046.7441451701463,0.714849660116198,14.725922501352029,2.315623061133451,0.24459532364545283
47,A321,2627.3429330154154,1026.2406502410179,0.700847273335329,13.761188997183268,2.3725788769495466,0.2499421463397707
48,A321,2750.097299317553,1074.1885291078406,0.7335921662199892,15.606459528935806,2.3013483844667446,0.2450560324479221
49,A321,2791.1885753584625,1090.2387893588148,0.7445533195621168,15.887032045005038,1.868655531522208,0.1938195222158057
50,A321,2830.7579374735683,1105.6945897403914,0.7551085003105105,15.854489361051108,2.252042285954462,0.24011989548180307
51,A321,2938.018626331937,1147.590635245565,0.783720433826238,17.724895629919605,2.1346836709485633,0.23400951512664397
52,A321,2917.2216835638505,1139.467345437769,0.7781728212745737,17.65723792512759,1.9419493602631965,0.20866927984159753
53,A321,2908.172286163345,1135.9326490888905,0.7757588823046082,16.949861098707267,1.828791990414384,0.1964978011130436
54,A321,2345.9088129107777,916.3124293046225,0.6257743419641324,9.951732845714472,1.6671528376293316,0.15376452234485402
55,A321,2390.2224822334992,933.6213569854567,0.6375950730632386,10.395223320956688,1.6846517659824465,0.15941639214875686
56,A319,2443.4143800535744,954.3981224089872,0.6517840835963806,10.112165354501485,2.6770714057997784,0.08415021433779053
57,A319,2211.031033070452,863.6291427998268,0.5897955121559797,8.094635817167019,2.6348334507894693,0.07156720399932484
58,A319,2401.789382751416,938.1393905316735,0.6406805593874837,9.339996223785072,2.767946468260597,0.08947479372711553
59,A319,1922.2633537104416,750.8364322209728,0.5127663439557861,5.715091898032035,2.6218716880130946,0.04549712006392914
60,A319,2063.4221021299136,805.9730662495374,0.5504206306094401,6.560960704985054,2.4024901279167605,0.04943856841205076
61,A319,1968.0749247741583,768.730440607245,0.5249866423659235,5.965691102946013,2.593821576792956,0.04535854272072033
62,A319,2000.859810438267,781.5362231943692,0.5337320548644472,6.12765446675137,2.6049017808542474,0.048109950388521755
63,A319,1936.970315103193,756.580974143197,0.5166894457563299,5.773292229400447,2.6412487651678695,0.04628227205098244
64,A319,2019.2125432825367,788.7048041402096,0.5386276711201431,6.230453843809863,2.5867017074321015,0.04759964349085735
65,A319,2081.1334331885614,812.8911155357039,0.5551451520731641,6.496062117229747,2.343425559941613,0.03938683464034793
