,type_avion,emission_co2,emission_h2o,emission_sox,emission_nox,emission_co,emission_hc
2,A319,2801.824419230828,1094.3931520018787,0.7473904452695761,12.21740838361022,2.215435060798873,0.05902962533171413
3,A320,1841.5550455924958,719.3117516922102,0.49123729383858267,6.416111764053833,2.528632287568386,0.20580701811788318
4,A320,2111.699720741775,824.8303132779882,0.5632987505313095,9.81341719599525,3.8587980669448374,0.4095789884817452
5,A319,2510.203700230844,980.4860435960436,0.669600224894859,10.371007142095827,2.6895373143927928,0.08739268022060387
6,A319,2441.160802922681,953.5178747522697,0.6511829388552083,9.984105168426824,3.100064557603271,0.11239130498919386
7,A319,2320.678603452587,906.4575046829739,0.6190441495395922,9.175572902070355,2.993047246396158,0.10308347126843471
8,A319,1623.091444410791,633.9798274453074,0.4329618333772833,4.3287532611150645,4.054817379577569,0.16255190160548755
15,E190,1608.21995664418,628.1710214901058,0.4289948439444621,5.623587071801522,3.938431673848066,0.29658692871045794
16,A320,1728.2906150582332,675.0706435444994,0.46102385412795055,5.718799289322724,3.9046531028229374,0.39589050513510526
17,A320,1800.6335126575252,703.3277931307581,0.48032141969905456,6.04000878598282,3.1406337160471214,0.2924842755928228
20,A319,6222.558502815256,2430.532536825267,1.6598758788074992,40.975042949300445,1.4735331783760728,0.08711742991405967
21,A320,2202.7998631564096,860.4140462630629,0.587599836472336,11.517396910819366,5.211159081464325,0.5972804447551495
22,A320,2429.0614304452606,948.7918575572148,0.6479554149171226,13.948974499403445,5.229493801098915,0.6096007901054735
23,A320,2170.581040604312,847.8293680353454,0.5790054220729194,9.816999236227783,2.396772999187779,0.21305186603974915
24,A320,2272.9140690693316,887.8006684519785,0.6063028955281804,10.800656237782764,2.8818902176458416,0.2824683761323937
25,A320,2478.893564331966,968.2562985482119,0.6612482038865832,12.38158773186613,2.7875547864713006,0.2752196114286689
26,A320,2126.6770839736087,830.6804742100796,0.5672939823873717,9.381112178863429,2.8280647204914264,0.26553148530673465
27,A319,7428.381983936359,2901.527418304771,1.9815309198178923,51.33696928826228,0.5973374056012949,0.04778699244810358
28,A319,2217.4032086531356,866.1181157965568,0.5914952985927706,7.398683642819823,2.7679730453951272,0.07814722727709553
29,A319,2326.2426137789735,908.6308081766088,0.6205283568035371,9.251822770969902,3.2538070534970895,0.12452885337994637
30,E190,1597.3326481841896,623.9184367312017,0.4260906397188693,5.597118923467442,4.668465387365389,0.38449129311177016
31,E190,1837.0262698371753,717.5428110192843,0.4900292367936576,6.796643215760872,3.0338990429578176,0.19477704522806646
32,B738,2082.3489817461596,813.3659090339087,0.55546940129145,8.00735629987486,1.8800168004306954,0.157500660435473
